Protocolo_S2iD,Nome_Municipio,Sigla_UF,regiao,Data_Registro,Data_Evento,Cod_Cobrade,tipologia,descricao_tipologia,grupo_de_desastre,Cod_IBGE_Mun,Setores Censitários,Status,DH_Descricao,DH_MORTOS,DH_FERIDOS,DH_ENFERMOS,DH_DESABRIGADOS,DH_DESALOJADOS,DH_DESAPARECIDOS,DH_AFETADOS_SECA_ESTIAGEM,DH_total_danos_humanos_diretos,DH_OUTROS AFETADOS,DM_Descricao,DM_Uni Habita Danificadas,DM_Uni Habita Destruidas,DM_Uni Habita Valor,DM_Inst Saúde Danificadas,DM_Inst Saúde Destruidas,DM_Inst Saúde Valor,DM_Inst Ensino Danificadas,DM_Inst Ensino Destruidas,DM_Inst Ensino Valor,DM_Inst Serviços Danificadas,DM_Inst Serviços Destruidas,DM_Inst Serviços Valor,DM_Inst Comuni Danificadas,DM_Inst Comuni Destruidas,DM_Inst Comuni Valor,DM_Obras de Infra Danificadas,DM_Obras de Infra Destruidas,DM_Obras de Infra Valor,DM_total_danos_materiais,DA_Descricao,DA_Polui/cont da água,DA_Polui/cont do ar,DA_Polui/cont do solo,DA_Dimi/exauri hídrico,DA_Incêndi parques/APA's/APP's,PEPL_Descricao,PEPL_Assis_méd e emergên(R$),PEPL_Abast de água pot(R$),PEPL_sist de esgotos sanit(R$),PEPL_Sis limp e rec lixo (R$),PEPL_Sis cont pragas (R$),PEPL_distrib energia (R$),PEPL_Telecomunicações (R$),PEPL_Tran loc/reg/l_curso (R$),PEPL_Distrib combustíveis(R$),PEPL_Segurança pública (R$),PEPL_Ensino (R$),PEPL_total_publico,PEPR_Descricao,PEPR_Agricultura (R$),PEPR_Pecuária (R$),PEPR_Indústria (R$),PEPR_Comércio (R$),PEPR_Serviços (R$),PEPR_total_privado,PE_PLePR
RS-A-4320677-12100-20091216,Sinimbu,RS,Sul,16/12/2009,16/12/2009,12100,7.00,Inundações,Hidrológico,4320677,,Reconhecido,,0,0,0,0,76,0,0,76,3761,,1,45,127444.79,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,112,0,12101688.51,12229133.30,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,32735205.11,0.00,0.00,0.00,0.00,32735205.11,32735205.11
RS-A-4309571-12200-20091216,Herveiras,RS,Sul,16/12/2009,16/12/2009,12200,2.00,Enxurradas,Hidrológico,4309571,,Reconhecido,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,40,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15056122.42,0.00,0.00,0.00,0.00,15056122.42,15056122.42
RS-A-4321329-12200-20091216,Taquaruçu do Sul,RS,Sul,16/12/2009,16/12/2009,12200,2.00,Enxurradas,Hidrológico,4321329,,Reconhecido,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,29297.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29297.65,,6967274.84,1054715.50,0.00,0.00,0.00,8021990.34,8051287.99
RS-A-4301503-12200-20091217,Augusto Pestana,RS,Sul,17/12/2009,17/12/2009,12200,2.00,Enxurradas,Hidrológico,4301503,,Reconhecido,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,20,2,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,7424318.22,2109431.01,0.00,0.00,0.00,9533749.23,9533749.23
RS-A-4322376-12100-20091218,Unistalda,RS,Sul,18/12/2009,18/12/2009,12100,7.00,Inundações,Hidrológico,4322376,,Reconhecido,,0,0,0,0,0,0,0,0,0,,35,0,205083.57,0,0,0.00,0,0,0.00,0,0,0.00,2,0,8789.30,0,0,0.00,213872.87,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2666437.99,0.00,0.00,0.00,2666437.99,,1979906.09,0.00,0.00,0.00,0.00,1979906.09,4646344.07
RS-A-4315206-12200-20091221,Putinga,RS,Sul,21/12/2009,21/12/2009,12200,2.00,Enxurradas,Hidrológico,4315206,,Reconhecido,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,2107,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,3466791.27,244635.40,0.00,0.00,73244.13,3784670.80,3784670.80
RS-A-4318457-12200-20091223,São José das Missões,RS,Sul,23/12/2009,23/12/2009,12200,2.00,Enxurradas,Hidrológico,4318457,,Reconhecido,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,2402,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,837912.87,1579143.49,0.00,0.00,0.00,2417056.36,2417056.36
RS-A-4320503-12200-20091224,Sertão,RS,Sul,24/12/2009,24/12/2009,12200,2.00,Enxurradas,Hidrológico,4320503,,Reconhecido,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,1,0,0.00,0,0,0.00,0,0,0.00,25,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,11103224.50,0.00,0.00,0.00,0.00,11103224.50,11103224.50
RS-A-4309159-12200-20091226,Gramado Xavier,RS,Sul,26/12/2009,26/12/2009,12200,2.00,Enxurradas,Hidrológico,4309159,,Reconhecido,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,24,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15850381.79,0.00,0.00,0.00,0.00,15850381.79,15850381.79
RS-A-4321006-12200-20091227,Tapera,RS,Sul,27/12/2009,27/12/2009,12200,2.00,Enxurradas,Hidrológico,4321006,,Reconhecido,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,3,0,1089872.69,1089872.69,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16699.66,16699.66,,8926994.84,339852.77,0.00,0.00,0.00,9266847.61,9283547.28
RS-A-4305801-12200-20091231,Constantina,RS,Sul,31/12/2009,31/12/2009,12200,2.00,Enxurradas,Hidrológico,4305801,,Reconhecido,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,36,0,0.00,0.00,,,,,,,,0.00,292976.53,585953.06,0.00,0.00,0.00,292976.53,0.00,0.00,0.00,0.00,1171906.12,,37808328.09,0.00,0.00,0.00,0.00,37808328.09,38980234.21
RS-A-4316907-12200-20100102,Santa Maria,RS,Sul,02/01/2010,02/01/2010,12200,2.00,Enxurradas,Hidrológico,4316907,,Reconhecido,,0,0,0,187,0,0,0,187,49043,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,2670,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,62751728.07,35378.30,0.00,0.00,0.00,62787106.36,62787106.36
RS-A-4308300-12200-20100103,Fontoura Xavier,RS,Sul,03/01/2010,03/01/2010,12200,2.00,Enxurradas,Hidrológico,4308300,,Reconhecido,,0,0,0,120,35,0,0,155,7000,,50,0,223746.67,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,11,0,1342480.02,1566226.70,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,3663654.31,0.00,0.00,0.00,0.00,3663654.31,3663654.31
RS-A-4319711-12200-20100103,São Valentim do Sul,RS,Sul,03/01/2010,03/01/2010,12200,2.00,Enxurradas,Hidrológico,4319711,,Reconhecido,,0,0,0,0,0,0,0,0,0,,0,1,236908.24,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,2,78,5641364.30,5878272.54,,,,,,,,0.00,26323.14,0.00,0.00,0.00,0.00,11055.72,0.00,0.00,0.00,0.00,37378.86,,1289807.43,20268.82,0.00,0.00,0.00,1310076.24,1347455.10
RS-A-4308607-12200-20100103,Garibaldi,RS,Sul,03/01/2010,03/01/2010,12200,2.00,Enxurradas,Hidrológico,4308607,,Reconhecido,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,157938.83,157938.83,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-A-4304200-12200-20100104,Candelária,RS,Sul,04/01/2010,04/01/2010,12200,2.00,Enxurradas,Hidrológico,4304200,,Reconhecido,,2,4,0,117,5225,0,0,5348,17660,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,27,6,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,3895824.39,0.00,0.00,0.00,0.00,0.00,3895824.39,,60660354.77,67650.46,2632313.77,0.00,1316156.89,64676475.90,68572300.28
RS-A-4306809-12200-20100104,Encantado,RS,Sul,04/01/2010,04/01/2010,12200,2.00,Enxurradas,Hidrológico,4306809,,Reconhecido,,0,10,0,45,298,0,0,353,10300,,0,0,0.00,1,0,0.00,1,0,0.00,0,0,0.00,10,0,0.00,226,6,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,3779607.73,550811.66,868058.11,0.00,158807.49,5357284.99,5357284.99
RS-A-4320800-12200-20100104,Soledade,RS,Sul,04/01/2010,04/01/2010,12200,2.00,Enxurradas,Hidrológico,4320800,,Reconhecido,,0,0,0,100,60,0,0,160,8028,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,112,0,0.00,0.00,,,,,,,,0.00,30008.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30008.38,,6988793.07,0.00,0.00,0.00,0.00,6988793.07,7018801.45
RS-A-4320404-12200-20100104,Serafina Corrêa,RS,Sul,04/01/2010,04/01/2010,12200,2.00,Enxurradas,Hidrológico,4320404,,Reconhecido,,0,0,0,0,20,0,0,20,7308,,0,0,0.00,2,0,0.00,2,0,0.00,0,0,0.00,4,0,0.00,15,5,0.00,0.00,,,,,,,,0.00,65807.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65807.84,,7511570.59,2473322.02,0.00,0.00,65807.84,10050700.45,10116508.30
RS-A-4320677-12200-20100104,Sinimbu,RS,Sul,04/01/2010,04/01/2010,12200,2.00,Enxurradas,Hidrológico,4320677,,Reconhecido,,0,0,0,0,76,0,0,76,7027,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,211,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,6861125.85,0.00,0.00,0.00,0.00,6861125.85,6861125.85
RS-A-4320263-12200-20100104,Segredo,RS,Sul,04/01/2010,04/01/2010,12200,2.00,Enxurradas,Hidrológico,4320263,,Reconhecido,,0,0,0,0,50,0,0,50,7022,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,253,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,23718463.26,0.00,0.00,0.00,0.00,23718463.26,23718463.26
RS-A-4313102-12200-20100104,Nova Palma,RS,Sul,04/01/2010,04/01/2010,12200,2.00,Enxurradas,Hidrológico,4313102,,Reconhecido,,0,35,0,60,450,0,0,545,6511,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,658078.44,658078.44,,,,,,,,13161.57,0.00,0.00,0.00,0.00,447493.34,0.00,0.00,0.00,0.00,0.00,460654.91,,29803056.55,68440.16,0.00,0.00,0.00,29871496.71,30332151.62
RS-A-4302006-12200-20100104,Barros Cassal,RS,Sul,04/01/2010,04/01/2010,12200,2.00,Enxurradas,Hidrológico,4302006,,Reconhecido,,2,0,0,45,85,0,0,132,6500,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,5,0,1202967.39,1202967.39,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,4032704.70,0.00,0.00,0.00,0.00,4032704.70,4032704.70
RS-A-4307500-12200-20100104,Espumoso,RS,Sul,04/01/2010,04/01/2010,12200,2.00,Enxurradas,Hidrológico,4307500,,Reconhecido,,1,0,0,0,0,0,0,1,6399,,25,10,26323.14,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,79,2,4811869.58,4838192.72,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,9018306.99,868663.55,0.00,0.00,0.00,9886970.54,9886970.54
RS-A-4315156-12200-20100104,Progresso,RS,Sul,04/01/2010,04/01/2010,12200,2.00,Enxurradas,Hidrológico,4315156,,Reconhecido,,0,0,0,20,50,0,0,70,5972,,0,0,0.00,0,0,0.00,1,0,0.00,0,0,0.00,0,0,0.00,15,4,0.00,0.00,,,,,,,,0.00,39484.71,0.00,0.00,0.00,39484.71,0.00,0.00,0.00,0.00,0.00,78969.41,,300504.94,60964.39,2105851.02,0.00,65807.84,2533128.19,2612097.60
RS-A-4320701-12100-20100104,Sobradinho,RS,Sul,04/01/2010,04/01/2010,12100,7.00,Inundações,Hidrológico,4320701,,Reconhecido,,0,0,0,5,700,0,0,705,5140,,300,0,489610.36,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,489610.36,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,265863.69,265863.69,,20152362.50,0.00,0.00,0.00,0.00,20152362.50,20418226.19
RS-A-4322608-12100-20100104,Venâncio Aires,RS,Sul,04/01/2010,04/01/2010,12100,7.00,Inundações,Hidrológico,4322608,,Reconhecido,,0,0,0,0,103,0,0,103,4558,,131,0,86208.28,3,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,10,1,8028557.01,8114765.29,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,26322874.51,2776564.57,0.00,0.00,0.00,29099439.08,29099439.08
RS-A-4306205-12200-20100104,Cruzeiro do Sul,RS,Sul,04/01/2010,04/01/2010,12200,2.00,Enxurradas,Hidrológico,4306205,,Reconhecido,,0,0,0,15,0,0,0,15,4397,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,26,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,2546279.23,0.00,0.00,0.00,0.00,2546279.23,2546279.23
RS-A-4301008-12200-20100104,Arroio do Meio,RS,Sul,04/01/2010,04/01/2010,12200,2.00,Enxurradas,Hidrológico,4301008,,Reconhecido,,0,0,0,46,25,0,0,71,4050,,18,0,142144.94,0,0,0.00,3,0,0.00,0,0,0.00,0,0,0.00,6,0,4345055.05,4487200.00,,,,,,,,0.00,8265.47,0.00,0.00,0.00,52646.28,16057.11,0.00,0.00,0.00,0.00,76968.85,,6279384.51,294819.14,0.00,0.00,39484.71,6613688.36,6690657.21
RS-A-4312054-12200-20100104,Marques de Souza,RS,Sul,04/01/2010,04/01/2010,12200,2.00,Enxurradas,Hidrológico,4312054,,Reconhecido,,0,15,9,54,696,0,0,774,4045,,0,0,0.00,1,0,0.00,2,0,0.00,0,0,0.00,8,0,0.00,21,7,0.00,0.00,,,,,,,,0.00,39484.71,0.00,0.00,0.00,1421449.44,0.00,0.00,0.00,0.00,0.00,1460934.14,,4351214.67,826546.53,1711003.95,0.00,4211702.07,11100467.21,12561401.36
RS-A-4305132-12200-20100104,Cerro Branco,RS,Sul,04/01/2010,04/01/2010,12200,2.00,Enxurradas,Hidrológico,4305132,,Reconhecido,,0,0,0,14,186,0,0,200,3481,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,15,10,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,23730308.68,0.00,0.00,0.00,0.00,23730308.68,23730308.68
RS-A-4308003-12100-20100104,Faxinal do Soturno,RS,Sul,04/01/2010,04/01/2010,12100,7.00,Inundações,Hidrológico,4308003,,Reconhecido,,0,0,0,3,41,0,0,44,3300,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,41,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,515933.50,0.00,0.00,0.00,515933.50,,11063614.79,0.00,0.00,0.00,0.00,11063614.79,11579548.29
RS-A-4315206-12200-20100104,Putinga,RS,Sul,04/01/2010,04/01/2010,12200,2.00,Enxurradas,Hidrológico,4315206,,Registro,,0,0,0,0,24,0,0,24,2725,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,6746620.20,219798.20,1226131.76,0.00,592270.60,8784820.76,8784820.76
RS-A-4306700-12200-20100104,Dona Francisca,RS,Sul,04/01/2010,04/01/2010,12200,2.00,Enxurradas,Hidrológico,4306700,,Reconhecido,,0,0,0,75,0,0,0,75,2509,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,1516212.73,1516212.73,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,4630081.99,163335.07,0.00,0.00,0.00,4793417.06,4793417.06
RS-A-4321626-12200-20100104,Travesseiro,RS,Sul,04/01/2010,04/01/2010,12200,2.00,Enxurradas,Hidrológico,4321626,,Reconhecido,,0,0,0,22,218,0,0,240,2314,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,4,0,0.00,25,3,0.00,0.00,,,,,,,,0.00,7896.94,0.00,0.00,0.00,1105571.79,205320.47,0.00,0.00,0.00,0.00,1318789.20,,4659195.38,6988793.07,0.00,0.00,0.00,11647988.45,12966777.65
RS-A-4306452-12200-20100104,Dois Lajeados,RS,Sul,04/01/2010,04/01/2010,12200,2.00,Enxurradas,Hidrológico,4306452,,Reconhecido,,0,0,0,0,33,0,0,33,2158,,11,1,269443.64,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,702,0,10470133.33,10739576.97,,,,,,,,0.00,8555.02,0.00,0.00,0.00,0.00,0.00,504956.75,0.00,0.00,0.00,513511.77,,1914218.58,0.00,0.00,0.00,65807.84,1980026.42,2493538.19
RS-A-4315354-12200-20100104,Quinze de Novembro,RS,Sul,04/01/2010,04/01/2010,12200,2.00,Enxurradas,Hidrológico,4315354,,Reconhecido,,0,0,0,20,0,0,0,20,2100,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,30,0,0.00,0.00,,,,,,,,0.00,39484.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39484.71,,1965022.23,0.00,0.00,0.00,0.00,1965022.23,2004506.94
RS-A-4310876-12200-20100104,Jacuizinho,RS,Sul,04/01/2010,04/01/2010,12200,2.00,Enxurradas,Hidrológico,4310876,,Reconhecido,,0,0,0,0,21,0,0,21,2029,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,726,7,0.00,0.00,,,,,,,,0.00,7896.94,0.00,0.00,0.00,12898.34,0.00,0.00,0.00,0.00,0.00,20795.28,,1324053.83,0.00,0.00,0.00,0.00,1324053.83,1344849.11
RS-A-4305587-12200-20100104,Colinas,RS,Sul,04/01/2010,04/01/2010,12200,2.00,Enxurradas,Hidrológico,4305587,,Reconhecido,,0,1,7,43,21,0,0,72,1850,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,7,0,1079248.65,1079248.65,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,440386.09,335620.01,205320.47,0.00,26323.14,1007649.71,1007649.71
RS-A-4315453-12200-20100104,Relvado,RS,Sul,04/01/2010,04/01/2010,12200,2.00,Enxurradas,Hidrológico,4315453,,Reconhecido,,0,3,0,0,5,0,0,8,1676,,3,0,142144.94,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,1,1318762.88,1460907.82,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18984878.70,65807.84,0.00,0.00,0.00,19050686.54,19050686.54
RS-A-4318432-12100-20100104,São João do Polêsine,RS,Sul,04/01/2010,04/01/2010,12100,7.00,Inundações,Hidrológico,4318432,,Registro,,0,0,0,62,41,0,0,103,1497,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,12,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,11594236.60,0.00,0.00,0.00,0.00,11594236.60,11594236.60
RS-A-4315131-12200-20100104,Pouso Novo,RS,Sul,04/01/2010,04/01/2010,12200,2.00,Enxurradas,Hidrológico,4315131,,Reconhecido,,0,0,0,28,47,0,0,75,1200,,5,3,638336.09,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,4,13,2056626.75,2694962.84,,,,,,,,0.00,78969.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78969.41,,1885184.16,20637.34,0.00,0.00,0.00,1905821.50,1984790.91
RS-A-4305835-12200-20100104,Coqueiro Baixo,RS,Sul,04/01/2010,04/01/2010,12200,2.00,Enxurradas,Hidrológico,4305835,,Reconhecido,,0,0,0,0,3,0,0,3,850,,1,0,26323.14,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,10,0,789694.13,816017.27,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,3612850.66,2211143.57,0.00,0.00,0.00,5823994.23,5823994.23
RS-A-4313003-12200-20100104,Nova Bréscia,RS,Sul,04/01/2010,04/01/2010,12200,2.00,Enxurradas,Hidrológico,4313003,,Reconhecido,,0,0,0,23,0,0,0,23,845,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,2,0,0.00,2,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,2105851.02,0.00,0.00,0.00,0.00,2105851.02,2105851.02
RS-A-4306759-12100-20100104,Doutor Ricardo,RS,Sul,04/01/2010,04/01/2010,12100,7.00,Inundações,Hidrológico,4306759,,Reconhecido,,0,2,0,0,0,0,0,2,700,,0,0,0.00,1,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,27,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,4417548.98,4738.16,0.00,0.00,0.00,4422287.14,4422287.14
RS-A-4300703-12200-20100104,Anta Gorda,RS,Sul,04/01/2010,04/01/2010,12200,2.00,Enxurradas,Hidrológico,4300703,,Reconhecido,,0,0,0,0,2,0,0,2,509,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-A-4314472-12200-20100104,Pinhal Grande,RS,Sul,04/01/2010,04/01/2010,12200,2.00,Enxurradas,Hidrológico,4314472,,Reconhecido,,0,0,0,0,42,0,0,42,48,,4,0,105292.55,1,0,105292.55,0,0,0.00,0,0,0.00,0,0,0.00,90,0,2135596.19,2346181.29,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,5215771.80,0.00,0.00,0.00,0.00,5215771.80,5215771.80
RS-C-4307807-12100-20100104,Estrela,RS,Sul,04/01/2010,04/01/2010,12100,7.00,Inundações,Hidrológico,4307807,,Registro,,0,0,0,0,150,0,0,150,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-A-4311254-12200-20100104,Lagoão,RS,Sul,04/01/2010,04/01/2010,12200,2.00,Enxurradas,Hidrológico,4311254,,Reconhecido,,0,0,0,0,0,0,0,0,0,,180,0,2158497.29,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,139512.63,2298009.92,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,35323018.54,0.00,0.00,0.00,0.00,35323018.54,35323018.54
RS-A-4315321-12200-20100104,Quevedos,RS,Sul,04/01/2010,04/01/2010,12200,2.00,Enxurradas,Hidrológico,4315321,,Reconhecido,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,99,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,34883422.14,27428.71,0.00,0.00,0.00,34910850.85,34910850.85
RS-A-4313391-12100-20100104,Novo Cabrais,RS,Sul,04/01/2010,04/01/2010,12100,7.00,Inundações,Hidrológico,4313391,,Reconhecido,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,24,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,20641999.19,0.00,0.00,0.00,0.00,20641999.19,20641999.19
RS-A-4310306-12200-20100104,Ilópolis,RS,Sul,04/01/2010,04/01/2010,12200,2.00,Enxurradas,Hidrológico,4310306,,Reconhecido,,0,0,0,0,0,0,0,0,0,,56,0,812595.26,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,4,5,2188018.69,3000613.96,,,,,,,,0.00,0.00,0.00,0.00,0.00,46789.38,19742.35,0.00,0.00,0.00,0.00,66531.73,,18164412.82,959478.37,0.00,0.00,0.00,19123891.19,19190422.92
RS-A-4311205-12200-20100104,Júlio de Castilhos,RS,Sul,04/01/2010,04/01/2010,12200,2.00,Enxurradas,Hidrológico,4311205,,Reconhecido,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,23,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14834667.51,0.00,0.00,0.00,0.00,14834667.51,14834667.51
